,Trapnest,Date,Nest_ID,Site,Subsite,Treatment,Cavity_number,Straw_ID,Filled_length_mm,Straw_length_mm,Cavity_ID,Status,Occupant,Good_days,Bee_choice,New_nests_os,New_nests_meg,New_nest_sum,Osmia_ps_prior,Osmia_no_ps_prior,Meg_ps_prior,Meg_no_ps_prior,Number_of_cells,Cumulative_par,Prop_cells_par,Par_in_trapnest,Day_of_year
9,trapnest_1,2023-05-23,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
32,trapnest_1,2023-05-23,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
55,trapnest_1,2023-05-23,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
78,trapnest_1,2023-05-23,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
101,trapnest_1,2023-05-23,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
124,trapnest_1,2023-05-23,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
147,trapnest_1,2023-05-23,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
170,trapnest_1,2023-05-23,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
193,trapnest_1,2023-05-23,1_18a,BP,A,Low,18,a,NA,NA,1_18,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143
217,trapnest_1,2023-05-26,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
240,trapnest_1,2023-05-26,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
263,trapnest_1,2023-05-26,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
286,trapnest_1,2023-05-26,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
309,trapnest_1,2023-05-26,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
332,trapnest_1,2023-05-26,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
355,trapnest_1,2023-05-26,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
378,trapnest_1,2023-05-26,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
401,trapnest_1,2023-05-26,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
10,trapnest_1,2023-05-26,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
33,trapnest_1,2023-05-26,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
56,trapnest_1,2023-05-26,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
79,trapnest_1,2023-05-26,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
102,trapnest_1,2023-05-26,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
125,trapnest_1,2023-05-26,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
148,trapnest_1,2023-05-26,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
171,trapnest_1,2023-05-26,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
194,trapnest_1,2023-05-26,1_18a,BP,A,Low,18,a,NA,NA,1_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
218,trapnest_1,2023-05-28,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
241,trapnest_1,2023-05-28,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
264,trapnest_1,2023-05-28,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
287,trapnest_1,2023-05-28,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
310,trapnest_1,2023-05-28,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
333,trapnest_1,2023-05-28,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
356,trapnest_1,2023-05-28,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
379,trapnest_1,2023-05-28,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
402,trapnest_1,2023-05-28,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
11,trapnest_1,2023-05-28,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
34,trapnest_1,2023-05-28,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
57,trapnest_1,2023-05-28,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
80,trapnest_1,2023-05-28,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
103,trapnest_1,2023-05-28,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
126,trapnest_1,2023-05-28,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
149,trapnest_1,2023-05-28,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
172,trapnest_1,2023-05-28,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
195,trapnest_1,2023-05-28,1_18a,BP,A,Low,18,a,NA,NA,1_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
219,trapnest_1,2023-05-29,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
242,trapnest_1,2023-05-29,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
265,trapnest_1,2023-05-29,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
288,trapnest_1,2023-05-29,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
311,trapnest_1,2023-05-29,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
334,trapnest_1,2023-05-29,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
357,trapnest_1,2023-05-29,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
380,trapnest_1,2023-05-29,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
403,trapnest_1,2023-05-29,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
12,trapnest_1,2023-05-29,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
35,trapnest_1,2023-05-29,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
58,trapnest_1,2023-05-29,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
81,trapnest_1,2023-05-29,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
104,trapnest_1,2023-05-29,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
127,trapnest_1,2023-05-29,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
150,trapnest_1,2023-05-29,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
173,trapnest_1,2023-05-29,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
196,trapnest_1,2023-05-29,1_18a,BP,A,Low,18,a,NA,NA,1_18,inner wall,osmia,1,1,1,NA,1,0,0,NA,NA,NA,NA,NA,0,149
220,trapnest_1,2023-05-31,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
243,trapnest_1,2023-05-31,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
266,trapnest_1,2023-05-31,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
289,trapnest_1,2023-05-31,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
312,trapnest_1,2023-05-31,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
335,trapnest_1,2023-05-31,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
358,trapnest_1,2023-05-31,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
381,trapnest_1,2023-05-31,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
404,trapnest_1,2023-05-31,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
13,trapnest_1,2023-05-31,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
36,trapnest_1,2023-05-31,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
59,trapnest_1,2023-05-31,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
82,trapnest_1,2023-05-31,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
105,trapnest_1,2023-05-31,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
128,trapnest_1,2023-05-31,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
151,trapnest_1,2023-05-31,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
174,trapnest_1,2023-05-31,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
197,trapnest_1,2023-05-31,1_18a,BP,A,Low,18,a,NA,NA,1_18,no change,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
221,trapnest_1,2023-06-02,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
244,trapnest_1,2023-06-02,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
267,trapnest_1,2023-06-02,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
290,trapnest_1,2023-06-02,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
313,trapnest_1,2023-06-02,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
336,trapnest_1,2023-06-02,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
359,trapnest_1,2023-06-02,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
382,trapnest_1,2023-06-02,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
405,trapnest_1,2023-06-02,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
14,trapnest_1,2023-06-02,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
37,trapnest_1,2023-06-02,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
60,trapnest_1,2023-06-02,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
83,trapnest_1,2023-06-02,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
106,trapnest_1,2023-06-02,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
129,trapnest_1,2023-06-02,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
152,trapnest_1,2023-06-02,1_16a,BP,A,Low,16,a,91,141,1_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
175,trapnest_1,2023-06-02,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
198,trapnest_1,2023-06-02,1_18a,BP,A,Low,18,a,NA,NA,1_18,no change,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
222,trapnest_1,2023-06-05,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
245,trapnest_1,2023-06-05,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
268,trapnest_1,2023-06-05,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
291,trapnest_1,2023-06-05,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
314,trapnest_1,2023-06-05,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
337,trapnest_1,2023-06-05,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
360,trapnest_1,2023-06-05,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
383,trapnest_1,2023-06-05,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
406,trapnest_1,2023-06-05,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
15,trapnest_1,2023-06-05,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
38,trapnest_1,2023-06-05,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
61,trapnest_1,2023-06-05,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
84,trapnest_1,2023-06-05,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
107,trapnest_1,2023-06-05,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
130,trapnest_1,2023-06-05,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
153,trapnest_1,2023-06-05,1_16a,BP,A,Low,16,a,91,141,1_16,2 cells,osmia,1,1,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
176,trapnest_1,2023-06-05,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
199,trapnest_1,2023-06-05,1_18b,BP,A,Low,18,b,NA,NA,1_18,empty,none,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,0,156
223,trapnest_1,2023-06-08,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
246,trapnest_1,2023-06-08,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
269,trapnest_1,2023-06-08,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
292,trapnest_1,2023-06-08,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
315,trapnest_1,2023-06-08,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
338,trapnest_1,2023-06-08,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
361,trapnest_1,2023-06-08,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
384,trapnest_1,2023-06-08,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
407,trapnest_1,2023-06-08,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
16,trapnest_1,2023-06-08,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
39,trapnest_1,2023-06-08,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
62,trapnest_1,2023-06-08,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
85,trapnest_1,2023-06-08,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
108,trapnest_1,2023-06-08,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
131,trapnest_1,2023-06-08,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
154,trapnest_1,2023-06-08,1_16a,BP,A,Low,16,a,91,141,1_16,no change,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
177,trapnest_1,2023-06-08,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
200,trapnest_1,2023-06-08,1_18b,BP,A,Low,18,b,NA,NA,1_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
224,trapnest_1,2023-06-10,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
247,trapnest_1,2023-06-10,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
270,trapnest_1,2023-06-10,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
293,trapnest_1,2023-06-10,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
316,trapnest_1,2023-06-10,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
339,trapnest_1,2023-06-10,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
362,trapnest_1,2023-06-10,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
385,trapnest_1,2023-06-10,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
408,trapnest_1,2023-06-10,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
17,trapnest_1,2023-06-10,1_10a,BP,A,Low,10,a,NA,NA,1_10,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
40,trapnest_1,2023-06-10,1_11a,BP,A,Low,11,a,NA,NA,1_11,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
63,trapnest_1,2023-06-10,1_12a,BP,A,Low,12,a,NA,NA,1_12,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
86,trapnest_1,2023-06-10,1_13a,BP,A,Low,13,a,NA,NA,1_13,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
109,trapnest_1,2023-06-10,1_14a,BP,A,Low,14,a,NA,NA,1_14,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
132,trapnest_1,2023-06-10,1_15a,BP,A,Low,15,a,NA,NA,1_15,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
155,trapnest_1,2023-06-10,1_16a,BP,A,Low,16,a,91,141,1_16,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
178,trapnest_1,2023-06-10,1_17a,BP,A,Low,17,a,NA,NA,1_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
201,trapnest_1,2023-06-10,1_18b,BP,A,Low,18,b,NA,NA,1_18,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
225,trapnest_1,2023-06-12,1_1a,BP,A,Low,1,a,NA,NA,1_1,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
248,trapnest_1,2023-06-12,1_2a,BP,A,Low,2,a,NA,NA,1_2,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
271,trapnest_1,2023-06-12,1_3a,BP,A,Low,3,a,NA,NA,1_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
294,trapnest_1,2023-06-12,1_4a,BP,A,Low,4,a,NA,NA,1_4,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
317,trapnest_1,2023-06-12,1_5a,BP,A,Low,5,a,NA,NA,1_5,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
340,trapnest_1,2023-06-12,1_6a,BP,A,Low,6,a,NA,NA,1_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
363,trapnest_1,2023-06-12,1_7a,BP,A,Low,7,a,NA,NA,1_7,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
386,trapnest_1,2023-06-12,1_8a,BP,A,Low,8,a,NA,NA,1_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
409,trapnest_1,2023-06-12,1_9a,BP,A,Low,9,a,NA,NA,1_9,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
